objectid,cod_favela,nome,situacao,cod_comple,complexo,data_cadas,cod_bairro,bairro,cod_ra,ra,cod_rp,rp,cod_ap,pop_sabren,dom_sabren,fonte,upp,cod_bair_1,area,shape_Length,shape_Area
1,927,Comendador Lisboa,1,2053,Grota,2009/01/15 00:00:00+00,83,Madureira,15,Madureira,3.3,Madureira,3,141,72,IPP com base em IBGE - Censo Demográfico 2022,,083,4320.87946503,350.780566564615,4320.8794650681
2,926,Parque da Comunidade Vila Arco Íris,1,2092,Colônia Juliano Moreira,2009/01/15 00:00:00+00,115,Jacarepaguá,16,Jacarepaguá,4.1,Jacarepaguá,4,459,173,IPP com base em IBGE - Censo Demográfico 2022,,115,18062.7325199,805.545475738866,18062.7325198627
3,925,Vila Rio Grande,2,0,Isolada,2009/01/15 00:00:00+00,115,Jacarepaguá,16,Jacarepaguá,4.1,Jacarepaguá,4,127,56,IPP com base em IBGE - Censo Demográfico 2022,,115,8776.70158693,400.946769620364,8776.70158697561
4,924,Caminho Novo da Represa,2,0,Isolada,2009/01/15 00:00:00+00,115,Jacarepaguá,16,Jacarepaguá,4.1,Jacarepaguá,4,67,28,IPP com base em IBGE - Censo Demográfico 2022,,115,9498.58661425,612.45113411283,9498.58661415328
5,923,Caminho dos Calharins,2,0,Isolada,2009/01/15 00:00:00+00,115,Jacarepaguá,16,Jacarepaguá,4.1,Jacarepaguá,4,161,54,IPP com base em IBGE - Censo Demográfico 2022,,115,12614.66454762,560.875749740148,12614.6645476425
6,922,Estrada do Pau da Fome,2,0,Isolada,2009/01/15 00:00:00+00,115,Jacarepaguá,16,Jacarepaguá,4.1,Jacarepaguá,4,76,35,IPP com base em IBGE - Censo Demográfico 2022,,115,15430.00841845,935.003716772908,15430.0084185178
7,921,Santa Maria II,2,0,Isolada,2009/01/15 00:00:00+00,115,Jacarepaguá,16,Jacarepaguá,4.1,Jacarepaguá,4,76,25,IPP com base em IBGE - Censo Demográfico 2022,,115,7327.6664827,736.264381369952,7327.66648275644
8,920,Vila O - Conj. Vila Nova Cruzada,1,2101,Via O,2009/01/15 00:00:00+00,115,Jacarepaguá,16,Jacarepaguá,4.1,Jacarepaguá,4,22,8,IPP com base em IBGE - Censo Demográfico 2022,,115,1249.95586217,375.249260257885,1249.95586217814
9,905,Estrada Pedro Borges de Freitas (próxima ao nº 323),2,0,Isolada,2009/01/15 00:00:00+00,76,Irajá,14,Irajá,3.3,Madureira,3,224,78,IPP com base em IBGE - Censo Demográfico 2022,,076,9070.75580131,1707.94170588575,9070.75580130097
10,904,Estrada de Inhoaíba (próxima Lt 02 - Qd 32),2,0,Isolada,2009/01/15 00:00:00+00,146,Inhoaíba,18,Campo Grande,5.2,Campo Grande,5,311,121,IPP com base em IBGE - Censo Demográfico 2022,,146,10136.30603813,412.38258265819,10136.3060381331
11,919,Vila da Conquista,2,0,Isolada,2009/01/15 00:00:00+00,115,Jacarepaguá,16,Jacarepaguá,4.1,Jacarepaguá,4,1059,405,IPP com base em IBGE - Censo Demográfico 2022,,115,47082.95116394,2851.97464040382,47082.9511640802
12,918,Avenida Sampaio Correa,1,2092,Colônia Juliano Moreira,2009/01/15 00:00:00+00,115,Jacarepaguá,16,Jacarepaguá,4.1,Jacarepaguá,4,217,101,IPP com base em IBGE - Censo Demográfico 2022,,115,25228.37057615,909.263825034787,25228.3705762238
13,917,Comunidade Campo da Paz,2,0,Isolada,2009/01/15 00:00:00+00,115,Jacarepaguá,16,Jacarepaguá,4.1,Jacarepaguá,4,459,221,IPP com base em IBGE - Censo Demográfico 2022,,115,14378.72475749,1041.40027036309,14378.7247575546
14,900,"Rua Dona Emilia, nº 5",2,0,Isolada,2009/01/15 00:00:00+00,54,Inhaúma,12,Inhaúma,3.4,Inhaúma,3,33,17,IPP com base em IBGE - Censo Demográfico 2022,,054,4107.42685978,417.291369563076,4107.4268597766
15,916,Caminho do Fincão,2,0,Isolada,2009/01/15 00:00:00+00,115,Jacarepaguá,16,Jacarepaguá,4.1,Jacarepaguá,4,91,31,IPP com base em IBGE - Censo Demográfico 2022,,115,15389.11291154,1339.09206764613,15389.1129115376
16,903,Parque Everest (Rua Arquibui),1,2036,Parque Everest,2009/01/15 00:00:00+00,54,Inhaúma,12,Inhaúma,3.4,Inhaúma,3,35,13,IPP com base em IBGE - Censo Demográfico 2022,,054,3442.17044482,489.97720979438,3442.17044481747
17,915,Caminho da Cachoeira,2,0,Isolada,2009/01/15 00:00:00+00,115,Jacarepaguá,16,Jacarepaguá,4.1,Jacarepaguá,4,143,57,IPP com base em IBGE - Censo Demográfico 2022,,115,21141.49537715,1678.75285878573,21141.4953770393
18,914,Estrada do Rio Pequeno (próxima à rua 1),2,0,Isolada,2009/01/15 00:00:00+00,115,Jacarepaguá,16,Jacarepaguá,4.1,Jacarepaguá,4,87,37,IPP com base em IBGE - Censo Demográfico 2022,,115,6053.15361688,568.9004915092,6053.15361680763
19,913,Avenida Menezes Cortes (com Estrada dos Três Rios),2,0,Isolada,2009/01/15 00:00:00+00,115,Jacarepaguá,16,Jacarepaguá,4.1,Jacarepaguá,4,15,8,IPP com base em IBGE - Censo Demográfico 2022,,115,5986.82190289,658.469518037289,5986.82190269341
20,912,"Avenida Menezes Cortes, nº 12",2,0,Isolada,2009/01/15 00:00:00+00,115,Jacarepaguá,16,Jacarepaguá,4.1,Jacarepaguá,4,109,37,IPP com base em IBGE - Censo Demográfico 2022,,115,5601.07485166,490.872103592967,5601.07485165023
21,911,Antiga Company,1,2083,Jacarezinho,2009/01/15 00:00:00+00,51,Jacaré,13,Méier,3.2,Méier,3,11,5,IPP com base em IBGE - Censo Demográfico 2022,,051,1459.53095925,161.80144878129,1459.5309592523
22,910,"Engenheiro Alberto Moas, próxima ao nº 75",1,2083,Jacarezinho,2009/01/15 00:00:00+00,51,Jacaré,13,Méier,3.2,Méier,3,34,15,IPP com base em IBGE - Censo Demográfico 2022,,051,2461.59528376,274.830508187033,2461.59528375862
23,908,Regata,2,0,Isolada,2009/01/15 00:00:00+00,127,Itanhangá,24,Barra da Tijuca,4.2,Barra da Tijuca,4,1625,793,IPP com base em IBGE - Censo Demográfico 2022,,127,28500.40629711,1168.99429681257,28500.4062971652
24,907,"Estrada de Jacarepaguá, nº 2.679",2,0,Isolada,2009/01/15 00:00:00+00,127,Itanhangá,24,Barra da Tijuca,4.2,Barra da Tijuca,4,39,13,IPP com base em IBGE - Censo Demográfico 2022,,127,4893.47600863,294.860989621103,4893.47600861492
25,906,Nossa Senhora da Apresentação,2,0,Isolada,2009/01/15 00:00:00+00,76,Irajá,14,Irajá,3.3,Madureira,3,486,182,IPP com base em IBGE - Censo Demográfico 2022,,076,14956.66475998,936.66231383929,14956.6647599855
26,902,Casarão,2,0,Isolada,2009/01/15 00:00:00+00,54,Inhaúma,12,Inhaúma,3.4,Inhaúma,3,18,9,IPP com base em IBGE - Censo Demográfico 2022,,054,1487.84359777,158.118799268372,1487.84359779586
27,901,Linha Amarela (acesso à Av. Automóvel Clube),1,2039,Rua Lagoa Redonda,2009/01/15 00:00:00+00,54,Inhaúma,12,Inhaúma,3.4,Inhaúma,3,3,2,IPP com base em IBGE - Censo Demográfico 2022,,054,2678.72449641,251.932527010033,2678.72449641995
28,1002,Mina,2,0,Isolada,2009/01/15 00:00:00+00,150,Sepetiba,19,Santa Cruz,5.3,Santa Cruz,5,180,85,IPP com base em IBGE - Censo Demográfico 2022,,150,13761.26903135,505.715508749657,13761.2690312029
29,899,Granja Avícola Pastoril,2,0,Isolada,2009/01/15 00:00:00+00,151,Guaratiba,26,Guaratiba,5.4,Guaratiba,5,40,19,IPP com base em IBGE - Censo Demográfico 2022,,151,12553.97184777,846.340546308311,12553.9718477095
30,898,Bairro ABC,2,0,Isolada,2009/01/15 00:00:00+00,151,Guaratiba,26,Guaratiba,5.4,Guaratiba,5,17,8,IPP com base em IBGE - Censo Demográfico 2022,,151,5147.8999142,453.184883111937,5147.89991422797
31,897,Travessa dos Vieiras,2,0,Isolada,2009/01/15 00:00:00+00,151,Guaratiba,26,Guaratiba,5.4,Guaratiba,5,73,29,IPP com base em IBGE - Censo Demográfico 2022,,151,4256.96383002,293.645030798314,4256.96383003185
32,896,"Estrada do Mato Alto, nº 5.078",2,0,Isolada,2009/01/15 00:00:00+00,151,Guaratiba,26,Guaratiba,5.4,Guaratiba,5,102,41,IPP com base em IBGE - Censo Demográfico 2022,,151,10152.82842603,525.301421918178,10152.8284260539
33,894,Estrada da Cachamorra,1,2144,Largo do Corrêa 1,2009/01/15 00:00:00+00,151,Guaratiba,26,Guaratiba,5.4,Guaratiba,5,786,329,IPP com base em IBGE - Censo Demográfico 2022,,151,84456.73369659,1634.55352550798,84456.733696593
34,893,"Estrada do Magarça, nº 2.823",1,2143,Estrada do Magarça,2009/01/15 00:00:00+00,151,Guaratiba,26,Guaratiba,5.4,Guaratiba,5,2121,885,IPP com base em IBGE - Censo Demográfico 2022,,151,137857.25635622,2287.4604450074,137857.2563564
35,892,Avenida Silvério,1,2143,Estrada do Magarça,2009/01/15 00:00:00+00,151,Guaratiba,26,Guaratiba,5.4,Guaratiba,5,326,139,IPP com base em IBGE - Censo Demográfico 2022,,151,21007.83938254,852.688447573438,21007.8393825853
36,891,Avenida Silvério (Rua Palhano),1,2143,Estrada do Magarça,2009/01/15 00:00:00+00,151,Guaratiba,26,Guaratiba,5.4,Guaratiba,5,202,76,IPP com base em IBGE - Censo Demográfico 2022,,151,14052.50364734,564.704631532712,14052.5036473576
37,886,Travessa Natal,2,0,Isolada,2009/01/15 00:00:00+00,151,Guaratiba,26,Guaratiba,5.4,Guaratiba,5,45,22,IPP com base em IBGE - Censo Demográfico 2022,,151,2784.95305905,209.431999907476,2784.95305903209
38,1108,Cajueiro,2,0,Isolada,2014/07/01 00:00:00+00,150,Sepetiba,19,Santa Cruz,5.3,Santa Cruz,5,862,405,IPP com base em IBGE - Censo Demográfico 2022,,150,155756.3611306,4985.37643558317,155756.361130708
39,1107,Travessa Claudio Franco,2,0,Isolada,2013/08/09 00:00:00+00,150,Sepetiba,19,Santa Cruz,5.3,Santa Cruz,5,16,12,IPP com base em IBGE - Censo Demográfico 2022,,150,2177.92747811,224.576579399246,2177.92747809051
40,1105,B-1,2,0,Isolada,2011/02/08 00:00:00+00,53,Del Castilho,12,Inhaúma,3.4,Inhaúma,3,212,67,IPP com base em IBGE - Censo Demográfico 2022,,053,5886.53378432,1103.22448554046,5886.53378416624
41,1100,"Rua Pereiro, nº 471",2,0,Isolada,2011/02/08 00:00:00+00,137,Jardim Sulacap,33,Realengo,5.1,Bangu,5,25,16,IPP com base em IBGE - Censo Demográfico 2022,,137,7913.74496889,671.740538438112,7913.74496884521
42,961,Avenida Teixeira de Castro,1,2027,Parque Itambé,2009/01/15 00:00:00+00,41,Ramos,10,Ramos,3.1,Ramos,3,346,144,IPP com base em IBGE - Censo Demográfico 2022,,041,2378.34525609,221.397969057686,2378.34525610189
43,1099,"Rua Camatia, nº 241",2,0,Isolada,2011/02/08 00:00:00+00,121,Pechincha,16,Jacarepaguá,4.1,Jacarepaguá,4,32,14,IPP com base em IBGE - Censo Demográfico 2022,,121,5026.21172495,317.27770298225,5026.21172490121
44,1098,"Rua Albano, nº 252",1,2095,Fazenda Mato Alto,2011/02/08 00:00:00+00,124,Praça Seca,16,Jacarepaguá,4.1,Jacarepaguá,4,51,24,IPP com base em IBGE - Censo Demográfico 2022,,124,4091.77358955,320.992580059537,4091.77358952697
45,1096,"Rua Silva Teles, nº 110",2,0,Isolada,2011/02/08 00:00:00+00,37,Andaraí,9,Vila Isabel,2.2,Tijuca,2,69,30,IPP com base em IBGE - Censo Demográfico 2022,,037,3254.0417725,290.623950992296,3254.04177253983
46,1095,"Rua Coqueiros, nº 10",2,0,Isolada,2011/02/08 00:00:00+00,14,Santa Teresa,23,Santa Teresa,1.1,Centro,1,83,40,IPP com base em IBGE - Censo Demográfico 2022,,014,1952.66465638,200.826237231526,1952.6646563838
47,1104,Higienópolis,2,0,Isolada,2011/02/08 00:00:00+00,149,Santa Cruz,19,Santa Cruz,5.3,Santa Cruz,5,1045,517,IPP com base em IBGE - Censo Demográfico 2022,,149,89419.16964283,6440.00328720018,89419.1696428125
48,1103,Rua Vale do Paraíso,2,0,Isolada,2011/02/08 00:00:00+00,123,Tanque,16,Jacarepaguá,4.1,Jacarepaguá,4,38,18,IPP com base em IBGE - Censo Demográfico 2022,,123,4895.33321693,406.013535692511,4895.33321694522
49,1102,Gouveia,2,0,Isolada,2011/02/08 00:00:00+00,148,Paciência,19,Santa Cruz,5.3,Santa Cruz,5,57,24,IPP com base em IBGE - Censo Demográfico 2022,,148,2658.0434305,304.444246755705,2658.04343045478
50,1101,"Estrada do Boiúna, nº 1546",2,0,Isolada,2011/02/08 00:00:00+00,122,Taquara,16,Jacarepaguá,4.1,Jacarepaguá,4,54,30,IPP com base em IBGE - Censo Demográfico 2022,,122,14578.92047239,1068.49733406018,14578.920472437
51,1094,Rua José Eugênio,2,0,Isolada,2011/02/08 00:00:00+00,10,São Cristóvão,7,São Cristóvão,1.1,Centro,1,20,10,IPP com base em IBGE - Censo Demográfico 2022,,010,2070.3632042,203.729222944441,2070.36320421746
52,1093,Portelinha,1,2147,Marlene,2011/02/08 00:00:00+00,51,Jacaré,13,Méier,3.2,Méier,3,35,15,IPP com base em IBGE - Censo Demográfico 2022,,051,2105.77453631,204.917920247311,2105.77453631676
53,1092,Vila União (RA - Méier),2,0,Isolada,2011/02/08 00:00:00+00,51,Jacaré,13,Méier,3.2,Méier,3,35,15,IPP com base em IBGE - Censo Demográfico 2022,,051,5092.92066848,339.751739710141,5092.92066851325
54,1090,Grefisa,1,2145,Parque Proletário Águia de Ouro,2011/02/08 00:00:00+00,54,Inhaúma,12,Inhaúma,3.4,Inhaúma,3,490,175,IPP com base em IBGE - Censo Demográfico 2022,,054,23783.20468374,820.951315368227,23783.2046836482
55,1089,Estrada Velha da Pavuna - Linha Amarela,2,0,Isolada,2011/02/08 00:00:00+00,50,Higienópolis,12,Inhaúma,3.4,Inhaúma,3,45,22,IPP com base em IBGE - Censo Demográfico 2022,,050,2262.69892786,272.511363836145,2262.69892788143
56,1088,Rua Armando Godói,2,0,Isolada,2011/02/08 00:00:00+00,50,Higienópolis,12,Inhaúma,3.4,Inhaúma,3,31,16,IPP com base em IBGE - Censo Demográfico 2022,,050,2216.60206279,268.266111074089,2216.60206279245
57,1087,Estrada Velha da Pavuna - Rua Sérgio Silva,1,2037,Parque Nova Maracá,2011/02/08 00:00:00+00,55,Engenho da Rainha,12,Inhaúma,3.4,Inhaúma,3,138,65,IPP com base em IBGE - Censo Demográfico 2022,,055,6601.06916109,413.160458668901,6601.06916108283
58,1086,Avenida dos Campeões - Praça Elói de Andrade,2,0,Isolada,2011/02/08 00:00:00+00,41,Ramos,10,Ramos,3.1,Ramos,3,13,6,IPP com base em IBGE - Censo Demográfico 2022,,041,840.55825929,128.482031512334,840.558259240644
59,1085,Castelo de Lucas,2,0,Isolada,2011/02/08 00:00:00+00,47,Parada de Lucas,31,Vigário Geral,3.5,Penha,3,14,7,IPP com base em IBGE - Censo Demográfico 2022,,047,1392.19467219,160.507938062063,1392.19467217594
60,1084,"Rua Venâncio Ribeiro, nº 475",2,0,Isolada,2011/02/08 00:00:00+00,66,Engenho de Dentro,13,Méier,3.2,Méier,3,47,23,IPP com base em IBGE - Censo Demográfico 2022,,066,2562.15518805,227.017977622221,2562.15518804101
61,1083,Rua José Braga,1,2095,Fazenda Mato Alto,2011/02/08 00:00:00+00,123,Tanque,16,Jacarepaguá,4.1,Jacarepaguá,4,22,10,IPP com base em IBGE - Censo Demográfico 2022,,123,2466.64989128,224.153646404948,2466.64989128996
62,1081,Comunidade do Ecoponto,1,2126,Jardim Nossa Senhora das Graças,2009/05/14 00:00:00+00,144,Campo Grande,18,Campo Grande,5.2,Campo Grande,5,89,27,IPP com base em IBGE - Censo Demográfico 2022,,144,3773.23348492,249.606712514834,3773.23348493391
63,1078,Avenida do Corretor,2,0,Isolada,2009/05/14 00:00:00+00,141,Bangu,17,Bangu,5.1,Bangu,5,207,81,IPP com base em IBGE - Censo Demográfico 2022,,141,10810.83299853,1040.62044417007,10810.8329985407
64,1074,"Rua São Paulo, nº 114",2,0,Isolada,2009/05/14 00:00:00+00,60,Sampaio,13,Méier,3.2,Méier,3,30,14,IPP com base em IBGE - Censo Demográfico 2022,,060,2701.4043585,414.394802814796,2701.40435846491
65,1073,"Rua Valentim da Fonseca, nº 57",2,0,Isolada,2009/05/14 00:00:00+00,60,Sampaio,13,Méier,3.2,Méier,3,117,51,IPP com base em IBGE - Censo Demográfico 2022,,060,6537.12844842,454.613904642048,6537.1284484257
66,1072,Vila Casarão,2,0,Isolada,2009/05/14 00:00:00+00,57,São Francisco Xavier,13,Méier,3.2,Méier,3,80,37,IPP com base em IBGE - Censo Demográfico 2022,,057,2446.97157395,229.070682639246,2446.97157395302
67,1071,Pousada dos Cavalheiros,2,0,Isolada,2009/05/14 00:00:00+00,143,Santíssimo,18,Campo Grande,5.2,Campo Grande,5,77,27,IPP com base em IBGE - Censo Demográfico 2022,,143,7143.9482993,448.614566846719,7143.94829932922
68,1070,Recanto dos Pássaros,2,0,Isolada,2009/05/15 00:00:00+00,144,Campo Grande,18,Campo Grande,5.2,Campo Grande,5,77,32,IPP com base em IBGE - Censo Demográfico 2022,,144,4791.97179162,397.499684639878,4791.97179159064
69,1069,Vila Santa Teresa,1,2071,Parque Criança Esperança,2009/05/13 00:00:00+00,106,Guadalupe,22,Anchieta,3.6,Pavuna,3,27,13,IPP com base em IBGE - Censo Demográfico 2022,,106,2523.86707255,273.110969201115,2523.86707246283
70,1067,Drª. Maria Estrela,2,0,Isolada,2009/05/13 00:00:00+00,141,Bangu,17,Bangu,5.1,Bangu,5,41,18,IPP com base em IBGE - Censo Demográfico 2022,,141,4800.97167987,406.217216664136,4800.97167985071
71,1066,Vila Esperança (RA - Realengo),1,2113,Vila do Vintém,2009/05/13 00:00:00+00,139,Realengo,33,Realengo,5.1,Bangu,5,406,154,IPP com base em IBGE - Censo Demográfico 2022,,139,17442.84740117,804.151847253486,17442.8474012887
72,1065,Travessa do Jagunço,1,2074,Araguatins,2009/05/13 00:00:00+00,114,Pavuna,25,Pavuna,3.6,Pavuna,3,68,30,IPP com base em IBGE - Censo Demográfico 2022,,114,2075.27844949,439.137791624588,2075.27844944052
73,1047,A. M. São Sebastião,1,2090,Barão,2009/03/27 00:00:00+00,124,Praça Seca,16,Jacarepaguá,4.1,Jacarepaguá,4,26,13,IPP com base em IBGE - Censo Demográfico 2022,,124,3058.97907792,221.10947314736,3058.9790778866
74,1039,"Estrada do Catonho, nº14",2,0,Isolada,2009/03/24 00:00:00+00,137,Jardim Sulacap,33,Realengo,5.1,Bangu,5,77,35,IPP com base em IBGE - Censo Demográfico 2022,,137,5948.78949645,473.795485686303,5948.78949645918
75,1064,Deus é Vida,1,2071,Parque Criança Esperança,2009/05/13 00:00:00+00,106,Guadalupe,22,Anchieta,3.6,Pavuna,3,40,22,IPP com base em IBGE - Censo Demográfico 2022,,106,6971.94811901,713.145052677463,6971.94811905127
76,1063,Vida Nova,2,0,Isolada,2009/05/13 00:00:00+00,111,Acari,25,Pavuna,3.6,Pavuna,3,1305,518,IPP com base em IBGE - Censo Demográfico 2022,,111,43262.57467008,1081.69544493325,43262.5746700023
77,1061,Barbante (Av. Sargento de Milícias),2,0,Isolada,2009/05/13 00:00:00+00,114,Pavuna,25,Pavuna,3.6,Pavuna,3,219,100,IPP com base em IBGE - Censo Demográfico 2022,,114,4241.31760626,290.438472045001,4241.31760625745
78,1062,"Rua Embaú, nº 425",1,2079,Parque Unidos,2009/05/13 00:00:00+00,114,Pavuna,25,Pavuna,3.6,Pavuna,3,170,67,IPP com base em IBGE - Censo Demográfico 2022,,114,10761.44464741,465.453360861132,10761.4446473475
79,1060,Caninaré,1,2061,Bairro Nossa Senhora das Graças,2009/05/13 00:00:00+00,93,Cacuia,20,Ilha do Governador,3.7,Ilha do Governador,3,198,97,IPP com base em IBGE - Censo Demográfico 2022,,093,9493.38110044,543.065188415684,9493.3811004594
80,1059,Vila Porta do Céu,1,2122,Vila Porta do Céu,2009/05/13 00:00:00+00,141,Bangu,17,Bangu,5.1,Bangu,5,856,313,IPP com base em IBGE - Censo Demográfico 2022,,141,33368.09826502,1239.95340299945,33368.0982650533
81,1057,Vila Padre Angelo,1,2041,Dois de Maio,2009/03/27 00:00:00+00,61,Engenho Novo,13,Méier,3.2,Méier,3,46,19,IPP com base em IBGE - Censo Demográfico 2022,,061,1630.62849528,249.70340531737,1630.62849525675
82,1044,Vila Taboinha,2,0,Isolada,2009/03/24 00:00:00+00,131,Vargem Grande,24,Barra da Tijuca,4.2,Barra da Tijuca,4,1269,589,IPP com base em IBGE - Censo Demográfico 2022,,131,48082.86481432,1032.86392226441,48082.8648144133
83,1043,"Estrada de Jacarepaguá, nº 6.590",2,0,Isolada,2009/03/24 00:00:00+00,116,Anil,16,Jacarepaguá,4.1,Jacarepaguá,4,11,5,IPP com base em IBGE - Censo Demográfico 2022,,116,2001.96001654,200.183204219108,2001.96001651778
84,1056,Comunidade da Favelinha,2,0,Isolada,2009/03/27 00:00:00+00,142,Senador Camará,17,Bangu,5.1,Bangu,5,2171,930,IPP com base em IBGE - Censo Demográfico 2022,,142,154586.7732493,4374.45687886363,154586.773249419
85,1055,"Rua Álvaro Ramos, nº 535",2,0,Isolada,2009/03/27 00:00:00+00,20,Botafogo,4,Botafogo,2.1,Zona Sul,2,88,46,IPP com base em IBGE - Censo Demográfico 2022,,020,4018.42855445,287.613730928612,4018.42855445631
86,1054,"Rua Álvaro Ramos, nº 499",2,0,Isolada,2009/03/27 00:00:00+00,20,Botafogo,4,Botafogo,2.1,Zona Sul,2,38,20,IPP com base em IBGE - Censo Demográfico 2022,,020,2073.70604099,276.612343228825,2073.70604099528
87,1053,São Diogo,2,0,Isolada,2009/03/27 00:00:00+00,3,Santo Cristo,1,Portuária,1.1,Centro,1,162,71,IPP com base em IBGE - Censo Demográfico 2022,,003,4765.14515501,377.779644715318,4765.14515499913
88,1052,Vila do Mexicano,2,0,Isolada,2009/03/27 00:00:00+00,4,Caju,1,Portuária,1.1,Centro,1,991,428,IPP com base em IBGE - Censo Demográfico 2022,,004,11859.05742378,733.526009904899,11859.0574238202
89,1051,Vila da Paz (RA - Méier),2,0,Isolada,2009/03/27 00:00:00+00,57,São Francisco Xavier,13,Méier,3.2,Méier,3,58,32,IPP com base em IBGE - Censo Demográfico 2022,,057,5175.62213512,372.321260684731,5175.62213509065
90,1050,Vila Angela,1,2041,Dois de Maio,2009/03/27 00:00:00+00,61,Engenho Novo,13,Méier,3.2,Méier,3,130,51,IPP com base em IBGE - Censo Demográfico 2022,,061,3556.25837712,649.619138340828,3556.25837702036
91,1049,Comunidade do Pedrosa,1,2038,Parque União de Del Castilho,2009/03/27 00:00:00+00,53,Del Castilho,12,Inhaúma,3.4,Inhaúma,3,1288,583,IPP com base em IBGE - Censo Demográfico 2022,,053,13197.13853131,523.750715319318,13197.1385312758
92,1048,"Rua Jaú, nº 25",2,0,Isolada,2009/03/27 00:00:00+00,62,Lins de Vasconscelos,13,Méier,3.2,Méier,3,135,65,IPP com base em IBGE - Censo Demográfico 2022,,062,4315.65837504,368.356684819427,4315.65837506337
93,1038,A.M. Amigos dos Teixeiras,2,0,Isolada,2009/03/24 00:00:00+00,139,Realengo,33,Realengo,5.1,Bangu,5,574,260,IPP com base em IBGE - Censo Demográfico 2022,,139,38528.56153883,1526.54829540821,38528.5615388379
94,1036,Vista da Pedra,2,0,Isolada,2009/03/24 00:00:00+00,130,Vargem Pequena,24,Barra da Tijuca,4.2,Barra da Tijuca,4,105,51,IPP com base em IBGE - Censo Demográfico 2022,,130,4498.70084207,456.943880639578,4498.70084205073
95,1035,"Rua Paulo Roberto Matheus, Lote 7",2,0,Isolada,2009/03/24 00:00:00+00,130,Vargem Pequena,24,Barra da Tijuca,4.2,Barra da Tijuca,4,136,61,IPP com base em IBGE - Censo Demográfico 2022,,130,9197.40526944,595.556987995867,9197.40526940669
96,1034,Da Curva,2,0,Isolada,2009/03/24 00:00:00+00,131,Vargem Grande,24,Barra da Tijuca,4.2,Barra da Tijuca,4,43,19,IPP com base em IBGE - Censo Demográfico 2022,,131,12788.2910892,879.951088227606,12788.2910892197
97,1033,"Estrada do Tingui, nº 2.370",2,0,Isolada,2009/03/24 00:00:00+00,144,Campo Grande,18,Campo Grande,5.2,Campo Grande,5,27,11,IPP com base em IBGE - Censo Demográfico 2022,,144,3332.63343845,358.861648981684,3332.63343845472
98,1032,Travessa Dois Irmãos,2,0,Isolada,2009/03/23 00:00:00+00,151,Guaratiba,26,Guaratiba,5.4,Guaratiba,5,41,20,IPP com base em IBGE - Censo Demográfico 2022,,151,10489.76027268,750.63074917018,10489.7602727005
99,1031,Rua do Sol,1,2125,Jardim Monteiro,2009/03/23 00:00:00+00,144,Campo Grande,18,Campo Grande,5.2,Campo Grande,5,81,40,IPP com base em IBGE - Censo Demográfico 2022,,144,5481.70375584,343.65065106329,5481.70375586116
100,1030,Travessa Poeraba,2,0,Isolada,2009/03/23 00:00:00+00,146,Inhoaíba,18,Campo Grande,5.2,Campo Grande,5,123,47,IPP com base em IBGE - Censo Demográfico 2022,,146,11689.37589072,508.355963037453,11689.3758906848
101,1029,"Rua Poerada, Lotes 39 e 40",2,0,Isolada,2009/03/23 00:00:00+00,146,Inhoaíba,18,Campo Grande,5.2,Campo Grande,5,79,40,IPP com base em IBGE - Censo Demográfico 2022,,146,4854.21163771,382.079596427465,4854.21163766993
102,1016,Vila Presidencial Quiririm,1,2099,Rua Luiz Beltrão,2009/01/15 00:00:00+00,125,Vila Valqueire,16,Jacarepaguá,4.1,Jacarepaguá,4,74,39,IPP com base em IBGE - Censo Demográfico 2022,,125,6167.55842073,385.932818147203,6167.55842077067
103,885,Estrada da Pedra VII,2,0,Isolada,2009/01/15 00:00:00+00,151,Guaratiba,26,Guaratiba,5.4,Guaratiba,5,17,8,IPP com base em IBGE - Censo Demográfico 2022,,151,2732.56588113,224.19926286509,2732.56588110491
104,986,Vila Santa Bárbara,2,0,Isolada,2009/01/15 00:00:00+00,14,Santa Teresa,23,Santa Teresa,1.1,Centro,1,204,76,IPP com base em IBGE - Censo Demográfico 2022,,014,3079.50523879,253.509659794606,3079.50523880344
105,1028,Flama,1,2135,Linha de Austin,2009/03/16 00:00:00+00,148,Paciência,19,Santa Cruz,5.3,Santa Cruz,5,732,296,IPP com base em IBGE - Censo Demográfico 2022,,148,45130.25891351,2179.96155127039,45130.2589135402
106,1027,Jardim Gramado,1,2135,Linha de Austin,2009/03/16 00:00:00+00,148,Paciência,19,Santa Cruz,5.3,Santa Cruz,5,1237,568,IPP com base em IBGE - Censo Demográfico 2022,,148,95545.51287207,1979.42115661475,95545.5128720901
107,1026,A. M. Mário Larrubia,2,0,Isolada,2009/03/16 00:00:00+00,151,Guaratiba,26,Guaratiba,5.4,Guaratiba,5,291,125,IPP com base em IBGE - Censo Demográfico 2022,,151,29883.67994333,1554.72570415755,29883.6799432632
108,1025,Manguariba III,2,0,Isolada,2009/03/16 00:00:00+00,148,Paciência,19,Santa Cruz,5.3,Santa Cruz,5,670,240,IPP com base em IBGE - Censo Demográfico 2022,,148,44617.7955878,1353.48286045192,44617.7955877183
109,1015,"Rua Jangada, nº 230",2,0,Isolada,2009/01/15 00:00:00+00,72,Vila Kosmos,14,Irajá,3.3,Madureira,3,41,23,IPP com base em IBGE - Censo Demográfico 2022,,072,3025.01064869,434.786108947314,3025.01064865098
